n,dimension,dataset_seed,sampling_attempts,unseen_coordinate,unseen_coordinate_count,rho,radius_r,regime,flat_empirical_risk,flat_saer_exact,global_saer_lower_exact,flat_population_risk_exact,flat_population_risk_mc_8192,flat_population_mc_se,sharp_population_risk_exact,population_gap_exact,flat_is_saer_minimizer,flat_is_r_flat_when_r_le_rho
8,257,8,1,70,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.2470703125,0.002762114787932533,0.0,0.25,True,True
8,257,8,1,70,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.2470703125,0.002762114787932533,0.0,0.25,True,False
8,257,8,1,70,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20012695312500006,0.0022373129782253523,0.0,0.2025,True,True
8,257,8,1,70,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20012695312500006,0.0022373129782253523,0.0,0.2025,True,True
8,257,8,1,70,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20012695312500006,0.0022373129782253523,0.0,0.2025,True,False
8,257,8,1,70,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.13897705078125,0.00155368956821205,0.0,0.140625,True,True
8,257,8,1,70,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.13897705078125,0.00155368956821205,0.0,0.140625,True,True
8,257,8,1,70,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.13897705078125,0.00155368956821205,0.0,0.140625,True,False
8,257,8,1,70,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.061767578125,0.0006905286969831332,0.0,0.0625,True,True
8,257,8,1,70,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.061767578125,0.0006905286969831332,0.0,0.0625,True,True
8,257,8,1,70,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.061767578125,0.0006905286969831332,0.0,0.0625,True,False
8,257,9,1,151,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.2493896484375,0.0027622962345191094,0.0,0.25,True,True
8,257,9,1,151,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.2493896484375,0.0027622962345191094,0.0,0.25,True,True
8,257,9,1,151,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.2493896484375,0.0027622962345191094,0.0,0.25,True,False
8,257,9,1,151,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20200561523437505,0.0022374599499604786,0.0,0.2025,True,True
8,257,9,1,151,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20200561523437505,0.0022374599499604786,0.0,0.2025,True,True
8,257,9,1,151,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20200561523437505,0.0022374599499604786,0.0,0.2025,True,False
8,257,9,1,151,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14028167724609375,0.0015537916319169989,0.0,0.140625,True,True
8,257,9,1,151,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14028167724609375,0.0015537916319169989,0.0,0.140625,True,True
8,257,9,1,151,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14028167724609375,0.0015537916319169989,0.0,0.140625,True,False
8,257,9,1,151,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.062347412109375,0.0006905740586297774,0.0,0.0625,True,True
8,257,9,1,151,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.062347412109375,0.0006905740586297774,0.0,0.0625,True,True
8,257,9,1,151,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.062347412109375,0.0006905740586297774,0.0,0.0625,True,False
8,257,10,1,8,2,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.2489013671875,0.002762277794030831,0.0,0.25,True,True
8,257,10,1,8,2,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.2489013671875,0.002762277794030831,0.0,0.25,True,True
8,257,10,1,8,2,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.2489013671875,0.002762277794030831,0.0,0.25,True,False
8,257,10,1,8,2,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20161010742187507,0.0022374450131649733,0.0,0.2025,True,True
8,257,10,1,8,2,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20161010742187507,0.0022374450131649733,0.0,0.2025,True,True
8,257,10,1,8,2,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20161010742187507,0.0022374450131649733,0.0,0.2025,True,False
8,257,10,1,8,2,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14000701904296875,0.0015537812591423425,0.0,0.140625,True,True
8,257,10,1,8,2,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14000701904296875,0.0015537812591423425,0.0,0.140625,True,True
8,257,10,1,8,2,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14000701904296875,0.0015537812591423425,0.0,0.140625,True,False
8,257,10,1,8,2,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.062225341796875,0.0006905694485077078,0.0,0.0625,True,True
8,257,10,1,8,2,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.062225341796875,0.0006905694485077078,0.0,0.0625,True,True
8,257,10,1,8,2,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.062225341796875,0.0006905694485077078,0.0,0.0625,True,False
8,257,11,1,17,2,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.2471923828125,0.002762130265692572,0.0,0.25,True,True
8,257,11,1,17,2,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.2471923828125,0.002762130265692572,0.0,0.25,True,True
8,257,11,1,17,2,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.2471923828125,0.002762130265692572,0.0,0.25,True,False
8,257,11,1,17,2,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20022583007812506,0.0022373255152109838,0.0,0.2025,True,True
8,257,11,1,17,2,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20022583007812506,0.0022373255152109838,0.0,0.2025,True,True
8,257,11,1,17,2,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20022583007812506,0.0022373255152109838,0.0,0.2025,True,False
8,257,11,1,17,2,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.13904571533203125,0.0015536982744520718,0.0,0.140625,True,True
8,257,11,1,17,2,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.13904571533203125,0.0015536982744520718,0.0,0.140625,True,True
8,257,11,1,17,2,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.13904571533203125,0.0015536982744520718,0.0,0.140625,True,False
8,257,11,1,17,2,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.061798095703125,0.000690532566423143,0.0,0.0625,True,True
8,257,11,1,17,2,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.061798095703125,0.000690532566423143,0.0,0.0625,True,True
8,257,11,1,17,2,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.061798095703125,0.000690532566423143,0.0,0.0625,True,False
8,257,12,1,75,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.25390625,0.00276196725088743,0.0,0.25,True,True
8,257,12,1,75,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.25390625,0.00276196725088743,0.0,0.25,True,True
8,257,12,1,75,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.25390625,0.00276196725088743,0.0,0.25,True,False
8,257,12,1,75,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20566406250000008,0.0022371934732188185,0.0,0.2025,True,True
8,257,12,1,75,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20566406250000008,0.0022371934732188185,0.0,0.2025,True,True
8,257,12,1,75,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20566406250000008,0.0022371934732188185,0.0,0.2025,True,False
8,257,12,1,75,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.142822265625,0.0015536065786241793,0.0,0.140625,True,True
8,257,12,1,75,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.142822265625,0.0015536065786241793,0.0,0.140625,True,True
8,257,12,1,75,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.142822265625,0.0015536065786241793,0.0,0.140625,True,False
8,257,12,1,75,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.0634765625,0.0006904918127218575,0.0,0.0625,True,True
8,257,12,1,75,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.0634765625,0.0006904918127218575,0.0,0.0625,True,True
8,257,12,1,75,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.0634765625,0.0006904918127218575,0.0,0.0625,True,False
8,257,13,1,188,3,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.25750732421875,0.002761058719933901,0.0,0.25,True,True
8,257,13,1,188,3,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.25750732421875,0.002761058719933901,0.0,0.25,True,True
8,257,13,1,188,3,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.25750732421875,0.002761058719933901,0.0,0.25,True,False
8,257,13,1,188,3,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20858093261718758,0.0022364575631464603,0.0,0.2025,True,True
8,257,13,1,188,3,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20858093261718758,0.0022364575631464603,0.0,0.2025,True,True
8,257,13,1,188,3,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20858093261718758,0.0022364575631464603,0.0,0.2025,True,False
8,257,13,1,188,3,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14484786987304688,0.0015530955299628193,0.0,0.140625,True,True
8,257,13,1,188,3,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14484786987304688,0.0015530955299628193,0.0,0.140625,True,True
8,257,13,1,188,3,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14484786987304688,0.0015530955299628193,0.0,0.140625,True,False
8,257,13,1,188,3,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.0643768310546875,0.0006902646799834752,0.0,0.0625,True,True
8,257,13,1,188,3,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.0643768310546875,0.0006902646799834752,0.0,0.0625,True,True
8,257,13,1,188,3,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.0643768310546875,0.0006902646799834752,0.0,0.0625,True,False
8,257,14,2,163,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.25054931640625,0.002762297798662005,0.0,0.25,True,True
8,257,14,2,163,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.25054931640625,0.002762297798662005,0.0,0.25,True,True
8,257,14,2,163,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.25054931640625,0.002762297798662005,0.0,0.25,True,False
8,257,14,2,163,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20294494628906257,0.002237461216916224,0.0,0.2025,True,True
8,257,14,2,163,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20294494628906257,0.002237461216916224,0.0,0.2025,True,True
8,257,14,2,163,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20294494628906257,0.002237461216916224,0.0,0.2025,True,False
8,257,14,2,163,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14093399047851562,0.0015537925117473778,0.0,0.140625,True,True
8,257,14,2,163,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14093399047851562,0.0015537925117473778,0.0,0.140625,True,True
8,257,14,2,163,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14093399047851562,0.0015537925117473778,0.0,0.140625,True,False
8,257,14,2,163,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.0626373291015625,0.0006905744496655012,0.0,0.0625,True,True
8,257,14,2,163,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.0626373291015625,0.0006905744496655012,0.0,0.0625,True,True
8,257,14,2,163,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.0626373291015625,0.0006905744496655012,0.0,0.0625,True,False
8,257,15,1,104,2,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.2513427734375,0.002762264622178119,0.0,0.25,True,True
8,257,15,1,104,2,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.2513427734375,0.002762264622178119,0.0,0.25,True,True
8,257,15,1,104,2,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.2513427734375,0.002762264622178119,0.0,0.25,True,False
8,257,15,1,104,2,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20358764648437505,0.0022374343439642767,0.0,0.2025,True,True
8,257,15,1,104,2,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20358764648437505,0.0022374343439642767,0.0,0.2025,True,True
8,257,15,1,104,2,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20358764648437505,0.0022374343439642767,0.0,0.2025,True,False
8,257,15,1,104,2,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14138031005859375,0.0015537738499751918,0.0,0.140625,True,True
8,257,15,1,104,2,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14138031005859375,0.0015537738499751918,0.0,0.140625,True,True
8,257,15,1,104,2,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14138031005859375,0.0015537738499751918,0.0,0.140625,True,False
8,257,15,1,104,2,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.062835693359375,0.0006905661555445297,0.0,0.0625,True,True
8,257,15,1,104,2,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.062835693359375,0.0006905661555445297,0.0,0.0625,True,True
8,257,15,1,104,2,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.062835693359375,0.0006905661555445297,0.0,0.0625,True,False
10,1025,0,1,309,2,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.2489013671875,0.002762277794030831,0.0,0.25,True,True
10,1025,0,1,309,2,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.2489013671875,0.002762277794030831,0.0,0.25,True,True
10,1025,0,1,309,2,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.2489013671875,0.002762277794030831,0.0,0.25,True,False
10,1025,0,1,309,2,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20161010742187507,0.0022374450131649733,0.0,0.2025,True,True
10,1025,0,1,309,2,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20161010742187507,0.0022374450131649733,0.0,0.2025,True,True
10,1025,0,1,309,2,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20161010742187507,0.0022374450131649733,0.0,0.2025,True,False
10,1025,0,1,309,2,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14000701904296875,0.0015537812591423425,0.0,0.140625,True,True
10,1025,0,1,309,2,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14000701904296875,0.0015537812591423425,0.0,0.140625,True,True
10,1025,0,1,309,2,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14000701904296875,0.0015537812591423425,0.0,0.140625,True,False
10,1025,0,1,309,2,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.062225341796875,0.0006905694485077078,0.0,0.0625,True,True
10,1025,0,1,309,2,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.062225341796875,0.0006905694485077078,0.0,0.0625,True,True
10,1025,0,1,309,2,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.062225341796875,0.0006905694485077078,0.0,0.0625,True,False
10,1025,1,1,445,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.24871826171875,0.0027622681621197074,0.0,0.25,True,True
10,1025,1,1,445,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.24871826171875,0.0027622681621197074,0.0,0.25,True,True
10,1025,1,1,445,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.24871826171875,0.0027622681621197074,0.0,0.25,True,False
10,1025,1,1,445,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.20146179199218756,0.002237437211316963,0.0,0.2025,True,True
10,1025,1,1,445,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.20146179199218756,0.002237437211316963,0.0,0.2025,True,True
10,1025,1,1,445,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.20146179199218756,0.002237437211316963,0.0,0.2025,True,False
10,1025,1,1,445,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.13990402221679688,0.0015537758411923355,0.0,0.140625,True,True
10,1025,1,1,445,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.13990402221679688,0.0015537758411923355,0.0,0.140625,True,True
10,1025,1,1,445,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.13990402221679688,0.0015537758411923355,0.0,0.140625,True,False
10,1025,1,1,445,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.0621795654296875,0.0006905670405299269,0.0,0.0625,True,True
10,1025,1,1,445,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.0621795654296875,0.0006905670405299269,0.0,0.0625,True,True
10,1025,1,1,445,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.0621795654296875,0.0006905670405299269,0.0,0.0625,True,False
10,1025,2,1,158,2,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.24652099609375,0.0027620369861760634,0.0,0.25,True,True
10,1025,2,1,158,2,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.24652099609375,0.0027620369861760634,0.0,0.25,True,True
10,1025,2,1,158,2,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.24652099609375,0.0027620369861760634,0.0,0.25,True,False
10,1025,2,1,158,2,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.19968200683593756,0.0022372499588026117,0.0,0.2025,True,True
10,1025,2,1,158,2,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.19968200683593756,0.0022372499588026117,0.0,0.2025,True,True
10,1025,2,1,158,2,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.19968200683593756,0.0022372499588026117,0.0,0.2025,True,False
10,1025,2,1,158,2,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.13866806030273438,0.0015536458047240357,0.0,0.140625,True,True
10,1025,2,1,158,2,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.13866806030273438,0.0015536458047240357,0.0,0.140625,True,True
10,1025,2,1,158,2,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.13866806030273438,0.0015536458047240357,0.0,0.140625,True,False
10,1025,2,1,158,2,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.0616302490234375,0.0006905092465440158,0.0,0.0625,True,True
10,1025,2,1,158,2,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.0616302490234375,0.0006905092465440158,0.0,0.0625,True,True
10,1025,2,1,158,2,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.0616302490234375,0.0006905092465440158,0.0,0.0625,True,False
10,1025,3,1,392,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.24993896484375,0.0027623043845171127,0.0,0.25,True,True
10,1025,3,1,392,1,0.0,0.0,at_flat_radius,0.0,0.0,0.0,0.25,0.24993896484375,0.0027623043845171127,0.0,0.25,True,True
10,1025,3,1,392,1,0.0,0.2,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.25,0.24993896484375,0.0027623043845171127,0.0,0.25,True,False
10,1025,3,1,392,1,0.1,0.05,inside_flat_basin,0.0,0.0,0.0,0.2025,0.2024505615234376,0.0022374665514588617,0.0,0.2025,True,True
10,1025,3,1,392,1,0.1,0.1,at_flat_radius,0.0,0.0,0.0,0.2025,0.2024505615234376,0.0022374665514588617,0.0,0.2025,True,True
10,1025,3,1,392,1,0.1,0.30000000000000004,outside_flat_basin,0.0,0.020000000000000007,0.020000000000000007,0.2025,0.2024505615234376,0.0022374665514588617,0.0,0.2025,True,False
10,1025,3,1,392,1,0.25,0.125,inside_flat_basin,0.0,0.0,0.0,0.140625,0.14059066772460938,0.001553796216290876,0.0,0.140625,True,True
10,1025,3,1,392,1,0.25,0.25,at_flat_radius,0.0,0.0,0.0,0.140625,0.14059066772460938,0.001553796216290876,0.0,0.140625,True,True
10,1025,3,1,392,1,0.25,0.45,outside_flat_basin,0.0,0.020000000000000004,0.020000000000000004,0.140625,0.14059066772460938,0.001553796216290876,0.0,0.140625,True,False
10,1025,3,1,392,1,0.5,0.25,inside_flat_basin,0.0,0.0,0.0,0.0625,0.0624847412109375,0.0006905760961292782,0.0,0.0625,True,True
10,1025,3,1,392,1,0.5,0.5,at_flat_radius,0.0,0.0,0.0,0.0625,0.0624847412109375,0.0006905760961292782,0.0,0.0625,True,True
10,1025,3,1,392,1,0.5,0.7,outside_flat_basin,0.0,0.01999999999999999,0.01999999999999999,0.0625,0.0624847412109375,0.0006905760961292782,0.0,0.0625,True,False
10,1025,4,2,787,1,0.0,0.0,inside_flat_basin,0.0,0.0,0.0,0.25,0.25146484375,0.0027622570483343675,0.0,0.25,True,True
